GEOCODE,PLACE,PLACENAME,P00010001_2010,P00010001,P00010001_d,P00010001_pd,RANK_POP_2010,RANK_POP,RANK_POP_d,RANK_POP_pd,POPDEN_2010,POPDEN,POPDEN_d,POPDEN_pd,H00010001_2010,H00010001,H00010001_d,H00010001_pd,H00010002_2010,H00010002,H00010002_d,H00010002_pd,H00010003_2010,H00010003,H00010003_d,H00010003_pd,OCC_2010,OCC,OCC_d,OCC_pd,VAC_2010,VAC,VAC_d,VAC_pd,LANDSQMI_2010,LANDSQMI,LANDSQMI_d,LANDSQMI_pd,AREASQMI_2010,AREASQMI,AREASQMI_d,AREASQMI_pd,WATERPCT_2010,WATERPCT,WATERPCT_d,WATERPCT_pd,P00010002_2010,P00010002,P00010002_d,P00010002_pd,P00010003_2010,P00010003,P00010003_d,P00010003_pd,P00010004_2010,P00010004,P00010004_d,P00010004_pd,P00010005_2010,P00010005,P00010005_d,P00010005_pd,P00010006_2010,P00010006,P00010006_d,P00010006_pd,P00010007_2010,P00010007,P00010007_d,P00010007_pd,P00010008_2010,P00010008,P00010008_d,P00010008_pd,P00010009_2010,P00010009,P00010009_d,P00010009_pd,P00020001_2010,P00020001,P00020001_d,P00020001_pd,P00020002_2010,P00020002,P00020002_d,P00020002_pd,P00020003_2010,P00020003,P00020003_d,P00020003_pd,P00020004_2010,P00020004,P00020004_d,P00020004_pd,P00020005_2010,P00020005,P00020005_d,P00020005_pd,P00020006_2010,P00020006,P00020006_d,P00020006_pd,P00020007_2010,P00020007,P00020007_d,P00020007_pd,P00020008_2010,P00020008,P00020008_d,P00020008_pd,P00020009_2010,P00020009,P00020009_d,P00020009_pd,P00020010_2010,P00020010,P00020010_d,P00020010_pd,P00020011_2010,P00020011,P00020011_d,P00020011_pd,P00030001_2010,P00030001,P00030001_d,P00030001_pd,P00030002_2010,P00030002,P00030002_d,P00030002_pd,P00030003_2010,P00030003,P00030003_d,P00030003_pd,P00030004_2010,P00030004,P00030004_d,P00030004_pd,P00030005_2010,P00030005,P00030005_d,P00030005_pd,P00030006_2010,P00030006,P00030006_d,P00030006_pd,P00030007_2010,P00030007,P00030007_d,P00030007_pd,P00030008_2010,P00030008,P00030008_d,P00030008_pd,P00030009_2010,P00030009,P00030009_d,P00030009_pd,P00040001_2010,P00040001,P00040001_d,P00040001_pd,P00040002_2010,P00040002,P00040002_d,P00040002_pd,P00040003_2010,P00040003,P00040003_d,P00040003_pd,P00040004_2010,P00040004,P00040004_d,P00040004_pd,P00040005_2010,P00040005,P00040005_d,P00040005_pd,P00040006_2010,P00040006,P00040006_d,P00040006_pd,P00040007_2010,P00040007,P00040007_d,P00040007_pd,P00040008_2010,P00040008,P00040008_d,P00040008_pd,P00040009_2010,P00040009,P00040009_d,P00040009_pd,P00040010_2010,P00040010,P00040010_d,P00040010_pd,P00040011_2010,P00040011,P00040011_d,P00040011_pd,C0010001_2010,C0010001,C0010001_d,C0010001_pd,C0010002_2010,C0010002,C0010002_d,C0010002_pd,C0010003_2010,C0010003,C0010003_d,C0010003_pd,C0010004_2010,C0010004,C0010004_d,C0010004_pd,C0010005_2010,C0010005,C0010005_d,C0010005_pd,C0010006_2010,C0010006,C0010006_d,C0010006_pd,C0020001_2010,C0020001,C0020001_d,C0020001_pd,C0020002_2010,C0020002,C0020002_d,C0020002_pd,C0020003_2010,C0020003,C0020003_d,C0020003_pd,C0020004_2010,C0020004,C0020004_d,C0020004_pd,C0020005_2010,C0020005,C0020005_d,C0020005_pd,C0020006_2010,C0020006,C0020006_d,C0020006_pd,C0030001_2010,C0030001,C0030001_d,C0030001_pd,C0030002_2010,C0030002,C0030002_d,C0030002_pd,C0030003_2010,C0030003,C0030003_d,C0030003_pd,C0030004_2010,C0030004,C0030004_d,C0030004_pd,C0030005_2010,C0030005,C0030005_d,C0030005_pd,C0030006_2010,C0030006,C0030006_d,C0030006_pd,C0040001_2010,C0040001,C0040001_d,C0040001_pd,C0040002_2010,C0040002,C0040002_d,C0040002_pd,C0040003_2010,C0040003,C0040003_d,C0040003_pd,C0040004_2010,C0040004,C0040004_d,C0040004_pd,C0040005_2010,C0040005,C0040005_d,C0040005_pd,C0040006_2010,C0040006,C0040006_d,C0040006_pd,P00010010_2010,P00010010,P00010010_d,P00010010_pd,P00010011_2010,P00010011,P00010011_d,P00010011_pd,P00010012_2010,P00010012,P00010012_d,P00010012_pd,P00010013_2010,P00010013,P00010013_d,P00010013_pd,P00010014_2010,P00010014,P00010014_d,P00010014_pd,P00010015_2010,P00010015,P00010015_d,P00010015_pd,P00010016_2010,P00010016,P00010016_d,P00010016_pd,P00010017_2010,P00010017,P00010017_d,P00010017_pd,P00010018_2010,P00010018,P00010018_d,P00010018_pd,P00010019_2010,P00010019,P00010019_d,P00010019_pd,P00010020_2010,P00010020,P00010020_d,P00010020_pd,P00010021_2010,P00010021,P00010021_d,P00010021_pd,P00010022_2010,P00010022,P00010022_d,P00010022_pd,P00010023_2010,P00010023,P00010023_d,P00010023_pd,P00010024_2010,P00010024,P00010024_d,P00010024_pd,P00010025_2010,P00010025,P00010025_d,P00010025_pd,T0050001_2010,T0050001,T0050001_d,T0050001_pd,P00050001,P00050002,P00050003,P00050004,P00050005,P00050006,P00050007,P00050008,P00050009,P00050010
28450,28450,Grays River,263,248,-15,-5.70342205323,272,285,13,4.779411764706,13.07,12.29,-0.78,-5.96786534047,128,135,7,5.46875,110,117,7,6.363636363636,18,18,0,0,85.94,86.67,0.73,0.849429834768,14.06,13.33,-0.73,-5.1920341394,20.12460907155,20.18510394642,0.060494874874,0.300601490735,20.19058891393,20.2510837888,0.060494874874,0.299619169761,0.326785130731,0.325808944675,-0.00097618606,-0.29872413506,257,227,-30,-11.673151751,248,218,-30,-12.0967741935,1,3,2,200,1,3,2,200,3,3,0,0,0,0,0,,4,0,-4,-100,6,21,15,250,263,248,-15,-5.70342205323,7,7,0,0,256,241,-15,-5.859375,250,226,-24,-9.6,243,217,-26,-10.6995884774,1,3,2,200,1,3,2,200,2,3,1,50,0,0,0,,3,0,-3,-100,6,15,9,150,215,222,7,3.255813953488,213,211,-2,-0.93896713615,205,203,-2,-0.9756097561,0,2,2,,1,3,2,200,3,3,0,0,0,0,0,,4,0,-4,-100,2,11,9,450,215,222,7,3.255813953488,6,2,-4,-66.6666666667,209,220,11,5.263157894737,207,211,4,1.932367149758,201,203,2,0.995024875622,0,2,2,,1,3,2,200,2,3,1,50,0,0,0,,3,0,-3,-100,2,9,7,350,254,239,-15,-5.90551181102,1,3,2,200,5,5,0,0,5,7,2,40,0,1,1,,4,15,11,275,249,232,-17,-6.82730923695,1,3,2,200,5,5,0,0,4,7,3,75,0,1,1,,3,9,6,200,207,214,7,3.381642512077,0,2,2,,3,5,2,66.66666666667,3,6,3,100,0,1,1,,4,6,2,50,203,212,9,4.433497536946,0,2,2,,3,5,2,66.66666666667,2,6,4,200,0,1,1,,3,4,1,33.33333333333,6,20,14,233.3333333333,0,0,0,,4,2,-2,-50,2,4,2,100,0,0,0,,0,14,14,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,0,0,0,0,0,0,0
28590,28590,Green Bluff,761,697,-64,-8.4099868594,208,213,5,2.403846153846,99.59,98.56,-1.03,-1.03424038558,281,272,-9,-3.20284697509,267,266,-1,-0.37453183521,14,6,-8,-57.1428571429,95.02,97.79,2.77,2.915175752473,4.98,2.21,-2.77,-55.6224899598,7.641288299405,7.071644733493,-0.56964356591,-7.45481054492,7.641288299405,7.071644733493,-0.56964356591,-7.45481054492,0,0,0,,747,655,-92,-12.3159303882,732,635,-97,-13.2513661202,0,4,4,,6,3,-3,-50,5,8,3,60,0,0,0,,4,5,1,25,14,42,28,200,761,697,-64,-8.4099868594,31,19,-12,-38.7096774194,730,678,-52,-7.12328767123,719,645,-74,-10.2920723227,706,631,-75,-10.6232294618,0,4,4,,6,2,-4,-66.6666666667,5,7,2,40,0,0,0,,2,1,-1,-50,11,33,22,200,586,561,-25,-4.2662116041,580,529,-51,-8.79310344828,567,511,-56,-9.87654320988,0,4,4,,5,3,-2,-40,4,7,3,75,0,0,0,,4,4,0,0,6,32,26,433.3333333333,586,561,-25,-4.2662116041,18,19,1,5.555555555556,568,542,-26,-4.57746478873,562,519,-43,-7.6512455516,551,507,-44,-7.98548094374,0,4,4,,5,2,-3,-60,4,6,2,50,0,0,0,,2,0,-2,-100,6,23,17,283.3333333333,746,676,-70,-9.38337801609,1,6,5,500,8,14,6,75,14,10,-4,-28.5714285714,0,1,1,,6,35,29,483.3333333333,717,663,-54,-7.53138075314,1,6,5,500,8,12,4,50,13,8,-5,-38.4615384615,0,1,1,,2,22,20,1000,573,542,-31,-5.41012216405,0,6,6,,7,11,4,57.14285714286,8,8,0,0,0,0,0,,4,28,24,600,557,529,-28,-5.02692998205,0,6,6,,7,9,2,28.57142857143,8,6,-2,-25,0,0,0,,2,15,13,650,14,40,26,185.7142857143,1,1,0,0,2,10,8,400,9,0,-9,-100,0,0,0,,2,28,26,1300,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,2,2,,0,0,0,0,0,0,0,0,0,0
28695,28695,Greenwater,67,95,28,41.79104477612,331,333,2,0.604229607251,46.27,65.43,19.16,41.40912038038,87,98,11,12.64367816092,38,53,15,39.47368421053,49,45,-4,-8.16326530612,43.68,54.08,10.4,23.80952380952,56.32,45.92,-10.4,-18.4659090909,1.44791944982,1.451915221228,0.003995771409,0.27596641575,1.486868665029,1.517663788403,0.030795123375,2.071139442172,2.619546441781,4.33222217445,1.712675732669,65.38062106294,67,93,26,38.80597014925,65,87,22,33.84615384615,0,3,3,,0,1,1,,2,0,-2,-100,0,0,0,,0,2,2,,0,2,2,,67,95,28,41.79104477612,0,5,5,,67,90,23,34.32835820896,67,89,22,32.83582089552,65,85,20,30.76923076923,0,3,3,,0,1,1,,2,0,-2,-100,0,0,0,,0,0,0,,0,1,1,,64,79,15,23.4375,64,79,15,23.4375,63,77,14,22.22222222222,0,0,0,,0,0,0,,1,0,-1,-100,0,0,0,,0,2,2,,0,0,0,,64,79,15,23.4375,0,2,2,,64,77,13,20.3125,64,77,13,20.3125,63,77,14,22.22222222222,0,0,0,,0,0,0,,1,0,-1,-100,0,0,0,,0,0,0,,0,0,0,,65,89,24,36.92307692308,0,3,3,,0,2,2,,2,0,-2,-100,0,0,0,,0,4,4,,65,86,21,32.30769230769,0,3,3,,0,1,1,,2,0,-2,-100,0,0,0,,0,1,1,,63,77,14,22.22222222222,0,0,0,,0,0,0,,1,0,-1,-100,0,0,0,,0,2,2,,63,77,14,22.22222222222,0,0,0,,0,0,0,,1,0,-1,-100,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,0,0,0,0,0,0,0
29430,29430,Hansville,3091,3410,319,10.32028469751,110,109,-1,-0.90909090909,291.7,321.84,30.14,10.33253342475,1778,1886,108,6.07424071991,1368,1536,168,12.28070175439,410,350,-60,-14.6341463415,76.94,81.44,4.5,5.848713283078,23.06,18.56,-4.5,-19.5143104944,10.5965517987,10.59543634951,-0.00111544918,-0.01052652981,28.01879622608,28.01767768809,-0.00111853799,-0.00399209868,62.18056010261,62.18303148652,0.002471383915,0.00397452823,2999,3172,173,5.768589529843,2867,2991,124,4.325078479247,14,17,3,21.42857142857,52,63,11,21.15384615385,44,62,18,40.90909090909,4,6,2,50,18,33,15,83.33333333333,92,238,146,158.6956521739,3091,3410,319,10.32028469751,70,165,95,135.7142857143,3021,3245,224,7.414763323403,2934,3082,148,5.044308111793,2824,2931,107,3.78895184136,13,16,3,23.07692307692,42,58,16,38.09523809524,42,58,16,38.09523809524,4,6,2,50,9,13,4,44.44444444444,87,163,76,87.35632183908,2560,2973,413,16.1328125,2506,2807,301,12.01117318436,2419,2661,242,10.00413393964,9,13,4,44.44444444444,30,50,20,66.66666666667,35,57,22,62.85714285714,2,1,-1,-50,11,25,14,127.2727272727,54,166,112,207.4074074074,2560,2973,413,16.1328125,39,118,79,202.5641025641,2521,2855,334,13.24871082904,2469,2748,279,11.30012150668,2393,2627,234,9.778520685332,8,12,4,50,26,45,19,73.07692307692,35,53,18,51.42857142857,2,1,-1,-50,5,10,5,100,52,107,55,105.7692307692,2954,3216,262,8.86932972241,24,55,31,129.1666666667,112,139,27,24.10714285714,75,111,36,48,7,14,7,100,21,141,120,571.4285714286,2906,3090,184,6.331727460427,23,47,24,104.347826087,99,118,19,19.19191919192,70,98,28,40,7,13,6,85.71428571429,11,61,50,454.5454545455,2468,2818,350,14.18152350081,15,33,18,120,67,98,31,46.26865671642,51,83,32,62.74509803922,4,3,-1,-25,13,116,103,792.3076923077,2440,2731,291,11.9262295082,14,29,15,107.1428571429,62,82,20,32.25806451613,50,73,23,46,4,2,-2,-50,7,50,43,614.2857142857,82,213,131,159.756097561,6,19,13,216.6666666667,50,60,10,20,20,31,11,55,1,1,0,0,1,90,89,8900,0,0,0,,1,1,0,0,0,0,0,,0,5,5,,0,0,0,,1,1,0,0,0,1,1,,0,1,1,,2,3,1,50,0,0,0,,10,25,15,150,0,0,0,0,0,0,0,0,0,0
30030,30030,Hat Island,41,91,50,121.9512195122,338,337,-1,-0.29585798817,59.61,132.31,72.7,121.9594027848,256,328,72,28.125,23,46,23,100,233,282,49,21.03004291845,8.98,14.02,5.04,56.12472160356,91.02,85.98,-5.04,-5.53724456163,0.687778090092,0.687778862296,7.72204093E-7,0.000112275181,0.691795869324,0.691796641529,7.72204089E-7,0.000111623114,0.580775256273,0.580774607994,-6.48279275E-7,-0.00011162309,41,82,41,100,40,82,42,105,0,0,0,,1,0,-1,-100,0,0,0,,0,0,0,,0,0,0,,0,9,9,,41,91,50,121.9512195122,0,2,2,,41,89,48,117.0731707317,41,82,41,100,40,82,42,105,0,0,0,,1,0,-1,-100,0,0,0,,0,0,0,,0,0,0,,0,7,7,,39,90,51,130.7692307692,39,82,43,110.2564102564,38,82,44,115.7894736842,0,0,0,,1,0,-1,-100,0,0,0,,0,0,0,,0,0,0,,0,8,8,,39,90,51,130.7692307692,0,1,1,,39,89,50,128.2051282051,39,82,43,110.2564102564,38,82,44,115.7894736842,0,0,0,,1,0,-1,-100,0,0,0,,0,0,0,,0,0,0,,0,7,7,,40,90,50,125,0,0,0,,1,6,5,500,0,0,0,,0,0,0,,0,4,4,,40,89,49,122.5,0,0,0,,1,5,4,400,0,0,0,,0,0,0,,0,2,2,,38,90,52,136.8421052632,0,0,0,,1,5,4,400,0,0,0,,0,0,0,,0,3,3,,38,89,51,134.2105263158,0,0,0,,1,5,4,400,0,0,0,,0,0,0,,0,2,2,,0,9,9,,0,0,0,,0,5,5,,0,0,0,,0,0,0,,0,3,3,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0
30305,30305,Hazel Dell,19435,23569,4134,21.27090301003,12,9,-3,-25,4017.18,4874.41,857.23,21.33909857163,8212,9602,1390,16.92644909888,7760,9272,1512,19.48453608247,452,330,-122,-26.9911504425,94.5,96.56,2.06,2.179894179894,5.5,3.44,-2.06,-37.4545454545,4.837969133448,4.835250974134,-0.00271815931,-0.05618389118,4.851030970028,4.846403921561,-0.00462704847,-0.09538278554,0.269258981454,0.230128309718,-0.03913067174,-14.532726643,18574,20867,2293,12.34521373964,15945,16640,695,4.358733145187,518,858,340,65.63706563707,156,295,139,89.10256410256,720,1088,368,51.11111111111,131,298,167,127.4809160305,1104,1688,584,52.89855072464,861,2702,1841,213.8211382114,19435,23569,4134,21.27090301003,2143,3493,1350,62.99580027998,17292,20076,2784,16.09993060375,16593,18415,1822,10.9805339601,15112,15936,824,5.452620434092,486,823,337,69.34156378601,134,169,35,26.11940298507,715,1069,354,49.51048951049,122,293,171,140.1639344262,24,125,101,420.8333333333,699,1661,962,137.6251788269,14655,18424,3769,25.71818491982,14262,16732,2470,17.31874912355,12501,13600,1099,8.791296696264,347,648,301,86.74351585014,119,240,121,101.6806722689,543,895,352,64.82504604052,82,219,137,167.0731707317,670,1130,460,68.65671641791,393,1692,1299,330.534351145,14655,18424,3769,25.71818491982,1267,2231,964,76.08524072612,13388,16193,2805,20.95159844637,13061,15125,2064,15.80277161014,11996,13174,1178,9.819939979993,327,632,305,93.27217125382,105,132,27,25.71428571429,539,884,345,64.00742115028,78,215,137,175.641025641,16,88,72,450,327,1068,741,226.6055045872,16729,19195,2466,14.74086914938,795,1363,568,71.4465408805,431,955,524,121.5777262181,930,1650,720,77.41935483871,230,490,260,113.0434782609,1266,2878,1612,127.3301737757,15753,17487,1734,11.00742715673,746,1262,516,69.16890080429,387,723,336,86.82170542636,905,1585,680,75.13812154696,210,465,255,121.4285714286,64,392,328,512.5,12849,15189,2340,18.21153397152,441,911,470,106.5759637188,286,718,432,151.048951049,638,1191,553,86.67711598746,130,310,180,138.4615384615,740,1936,1196,161.6216216216,12287,14169,1882,15.31700170912,413,870,457,110.6537530266,265,545,280,105.6603773585,625,1157,532,85.12,119,299,180,151.2605042017,35,315,280,800,781,2469,1688,216.133162612,209,327,118,56.45933014354,204,494,290,142.1568627451,140,356,216,154.2857142857,36,65,29,80.55555555556,120,1085,965,804.1666666667,15,22,7,46.66666666667,2,26,24,1200,1,4,3,300,10,18,8,80,7,3,-4,-57.1428571429,1,0,-1,-100,5,10,5,100,15,51,36,240,4,7,3,75,12,1,-11,-91.6666666667,80,233,153,191.25,212,193,0,0,193,0,19,0,0,19
30690,30690,Herron Island,151,150,-1,-0.66225165563,306,316,10,3.267973856209,317.3,315.2,-2.1,-0.66183422628,349,301,-48,-13.7535816619,87,96,9,10.34482758621,262,205,-57,-21.7557251908,24.93,31.89,6.96,27.91817087846,75.07,68.11,-6.96,-9.27134674304,0.475885602559,0.475885216456,-3.86102376E-7,-0.00008113344,0.475885602559,0.546121835313,0.070236232755,14.75905813853,0,12.86097978789,12.86097978789,,147,133,-14,-9.52380952381,142,129,-13,-9.15492957746,0,1,1,,2,0,-2,-100,3,2,-1,-33.3333333333,0,1,1,,0,0,0,,4,17,13,325,151,150,-1,-0.66225165563,3,4,1,33.33333333333,148,146,-2,-1.35135135135,144,131,-13,-9.02777777778,140,129,-11,-7.85714285714,0,1,1,,1,0,-1,-100,3,0,-3,-100,0,1,1,,0,0,0,,4,15,11,275,144,141,-3,-2.08333333333,140,128,-12,-8.57142857143,135,124,-11,-8.14814814815,0,1,1,,2,0,-2,-100,3,2,-1,-33.3333333333,0,1,1,,0,0,0,,4,13,9,225,144,141,-3,-2.08333333333,3,3,0,0,141,138,-3,-2.12765957447,137,126,-11,-8.02919708029,133,124,-9,-6.76691729323,0,1,1,,1,0,-1,-100,3,0,-3,-100,0,1,1,,0,0,0,,4,12,8,200,146,146,0,0,0,3,3,,4,3,-1,-25,5,2,-3,-60,0,5,5,,0,11,11,,144,144,0,0,0,1,1,,3,3,0,0,5,0,-5,-100,0,5,5,,0,10,10,,139,137,-2,-1.43884892086,0,2,2,,4,0,-4,-100,5,2,-3,-60,0,3,3,,0,11,11,,137,136,-1,-0.7299270073,0,1,1,,3,0,-3,-100,5,0,-5,-100,0,3,3,,0,10,10,,4,14,10,250,0,1,1,,2,1,-1,-50,2,0,-2,-100,0,2,2,,0,10,10,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,3,3,,0,0,0,0,0,0,0,0,0,0
30750,30750,High Bridge,2994,3140,146,4.876419505678,113,117,4,3.53982300885,427.93,450.27,22.34,5.220479985044,1068,1170,102,9.550561797753,1028,1126,98,9.533073929961,40,44,4,10,96.25,96.24,-0.01,-0.01038961039,3.75,3.76,0.01,0.266666666667,6.996457512544,6.973572850534,-0.02288466201,-0.32708927296,7.064797211416,7.036418315455,-0.02837889596,-0.40169441686,0.967327112529,0.893145661666,-0.07418145086,-7.66870378198,2909,2845,-64,-2.20006875215,2758,2625,-133,-4.82233502538,20,16,-4,-20,14,24,10,71.42857142857,55,116,61,110.9090909091,3,2,-1,-33.3333333333,59,62,3,5.084745762712,85,295,210,247.0588235294,2994,3140,146,4.876419505678,150,165,15,10,2844,2975,131,4.606188466948,2763,2753,-10,-0.36192544336,2672,2586,-86,-3.21856287425,19,15,-4,-21.0526315789,12,17,5,41.66666666667,54,114,60,111.1111111111,3,2,-1,-33.3333333333,3,19,16,533.3333333333,81,222,141,174.0740740741,2251,2519,268,11.90581963572,2209,2329,120,5.432322317791,2102,2146,44,2.09324452902,15,13,-2,-13.3333333333,13,21,8,61.53846153846,44,99,55,125,2,0,-2,-100,33,50,17,51.51515151515,42,190,148,352.380952381,2251,2519,268,11.90581963572,89,121,32,35.95505617978,2162,2398,236,10.9158186864,2122,2264,142,6.691800188501,2048,2120,72,3.515625,15,12,-3,-20,11,16,5,45.45454545455,43,97,54,125.5813953488,2,0,-2,-100,3,19,16,533.3333333333,40,134,94,235,2835,2907,72,2.539682539683,31,43,12,38.70967741935,37,104,67,181.0810810811,110,202,92,83.63636363636,11,10,-1,-9.09090909091,61,187,126,206.5573770492,2745,2796,51,1.857923497268,30,38,8,26.66666666667,35,94,59,168.5714285714,108,194,86,79.62962962963,10,10,0,0,3,77,74,2466.666666667,2137,2332,195,9.124941506785,19,21,2,10.52631578947,30,83,53,176.6666666667,68,142,74,108.8235294118,8,3,-5,-62.5,34,138,104,305.8823529412,2081,2251,170,8.169149447381,19,17,-2,-10.5263157895,28,75,47,167.8571428571,67,135,68,101.4925373134,7,3,-4,-57.1428571429,3,57,54,1800,79,277,198,250.6329113924,3,13,10,333.3333333333,20,75,55,275,45,63,18,40,2,3,1,50,2,110,108,5400,0,0,0,,3,6,3,100,1,0,-1,-100,0,0,0,,0,0,0,,0,0,0,,0,0,0,,3,3,0,0,0,4,4,,0,0,0,,6,18,12,200,11,0,0,0,0,0,11,0,0,11
31495,31495,Hobart,6221,6767,546,8.776723999357,60,55,-5,-8.33333333333,331.03,359.9,28.87,8.721263933782,2511,2531,20,0.796495420151,2338,2412,74,3.165098374679,173,119,-54,-31.2138728324,93.11,95.3,2.19,2.352056707121,6.89,4.7,-2.19,-31.7851959361,18.79281332578,18.80223499105,0.009421665276,0.050134405705,18.9055590219,18.91498068717,0.009421665276,0.049835422825,0.59636266766,0.59606561584,-0.00029705182,-0.04981059955,6016,6090,74,1.230053191489,5707,5626,-81,-1.41930961977,76,79,3,3.947368421053,38,35,-3,-7.89473684211,130,219,89,68.46153846154,4,8,4,100,61,123,62,101.6393442623,205,677,472,230.243902439,6221,6767,546,8.776723999357,232,383,151,65.08620689655,5989,6384,395,6.595424945734,5832,5866,34,0.582990397805,5581,5513,-68,-1.21841963806,72,73,1,1.388888888889,34,28,-6,-17.6470588235,126,216,90,71.42857142857,4,7,3,75,15,29,14,93.33333333333,157,518,361,229.9363057325,4859,5284,425,8.746655690471,4756,4848,92,1.934398654331,4532,4493,-39,-0.86054721977,50,51,1,2,31,28,-3,-9.67741935484,98,181,83,84.69387755102,3,4,1,33.33333333333,42,91,49,116.6666666667,103,436,333,323.3009708738,4859,5284,425,8.746655690471,135,256,121,89.62962962963,4724,5028,304,6.435224386113,4637,4700,63,1.358637049817,4453,4427,-26,-0.58387603863,47,50,3,6.382978723404,29,21,-8,-27.5862068966,96,178,82,85.41666666667,3,3,0,0,9,21,12,133.3333333333,87,328,241,277.0114942529,5905,6282,377,6.384419983065,107,162,55,51.40186915888,95,197,102,107.3684210526,211,415,204,96.68246445498,25,36,11,44,96,391,295,307.2916666667,5732,6019,287,5.006978367062,99,137,38,38.38383838384,88,172,84,95.45454545455,196,389,193,98.4693877551,22,32,10,45.45454545455,17,167,150,882.3529411765,4631,4923,292,6.305333621248,61,87,26,42.62295081967,76,149,73,96.05263157895,134,272,138,102.9850746269,11,21,10,90.90909090909,57,294,237,415.7894736842,4537,4752,215,4.738814194402,58,73,15,25.86206896552,72,130,58,80.55555555556,129,262,133,103.1007751938,10,18,8,80,11,133,122,1109.090909091,195,645,450,230.7692307692,25,58,33,132,49,142,93,189.7959183673,68,173,105,154.4117647059,12,13,1,8.333333333333,34,239,205,602.9411764706,3,0,-3,-100,1,2,1,100,0,1,1,,0,5,5,,1,0,-1,-100,0,2,2,,0,1,1,,2,6,4,200,0,2,2,,0,1,1,,10,32,22,220,0,0,0,0,0,0,0,0,0,0
31530,31530,Hockinson,4771,6105,1334,27.96059526305,77,61,-16,-20.7792207792,340.56,442.97,102.41,30.07105943152,1618,2055,437,27.0086526576,1541,1985,444,28.81245944192,77,70,-7,-9.09090909091,95.24,96.59,1.35,1.417471650567,4.76,3.41,-1.35,-28.3613445378,14.00944637581,13.78196694348,-0.22747943234,-1.62375747218,14.00944637581,13.78196694348,-0.22747943234,-1.62375747218,0,0,0,,4671,5619,948,20.29543994862,4520,5286,766,16.94690265487,20,33,13,65,32,40,8,25,55,167,112,203.6363636364,4,15,11,275,40,78,38,95,100,486,386,386,4771,6105,1334,27.96059526305,165,298,133,80.60606060606,4606,5807,1201,26.07468519323,4513,5472,959,21.24972302238,4407,5204,797,18.08486498752,19,32,13,68.42105263158,26,24,-2,-7.69230769231,53,162,109,205.6603773585,4,13,9,225,4,37,33,825,93,335,242,260.2150537634,3413,4593,1180,34.5736888368,3353,4308,955,28.4819564569,3249,4047,798,24.56140350877,12,26,14,116.6666666667,22,38,16,72.72727272727,39,125,86,220.5128205128,4,14,10,250,27,58,31,114.8148148148,60,285,225,375,3413,4593,1180,34.5736888368,91,180,89,97.8021978022,3322,4413,1091,32.84166164961,3266,4217,951,29.11818738518,3190,4006,816,25.57993730408,12,26,14,116.6666666667,19,24,5,26.31578947368,37,120,83,224.3243243243,4,12,8,200,4,29,25,625,56,196,140,250,4616,5753,1137,24.63171577123,34,89,55,161.7647058824,82,169,87,106.0975609756,91,291,200,219.7802197802,11,44,33,300,44,275,231,525,4496,5524,1028,22.86476868327,32,81,49,153.125,73,120,47,64.38356164384,88,278,190,215.9090909091,10,39,29,290,5,114,109,2180,3306,4320,1014,30.67150635209,16,47,31,193.75,56,129,73,130.3571428571,58,182,124,213.7931034483,8,27,19,237.5,31,190,159,512.9032258065,3243,4190,947,29.20135676842,16,46,30,187.5,51,94,43,84.3137254902,56,176,120,214.2857142857,8,25,17,212.5,5,84,79,1580,93,458,365,392.4731182796,8,41,33,412.5,46,109,63,136.9565217391,29,100,71,244.8275862069,4,6,2,50,2,183,181,9050,0,5,5,,2,3,1,50,0,1,1,,0,0,0,,0,1,1,,0,0,0,,1,2,1,100,1,7,6,600,0,0,0,,0,0,0,,7,28,21,300,7,1,0,0,1,0,6,0,0,6
