X,Y,OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT
1270911.0316022,255709.766265795,1414,4837,1270911.0316,255709.76633,37603,13,233741,NW,MERIDIAN AVE N AND N 86TH ST,0, ,NONE,-122.333753608742,47.6911428103894
1264930.07665208,196417.285437077,1415,17830,1264930.07672,196417.2855,35027,13,77651,DLRD,SW THISTLE ST AND DEAD END 1,0, ,NONE,-122.353279050626,47.5283026899288
1289229.37126897,191359.616119906,1416,18764,1289229.3712,191359.61612,38220,13,306253,SE,S PERRY ST AND DEAD END,0, ,NONE,-122.254562149417,47.5157125738751
1269634.6233449,201497.635202289,1417,16839,1269634.62354,201497.6352,34091,13,70255,GRDWM,1ST AV S BR SB AND POINT B,1, ,NONE,-122.33464134702,47.5424808999304
1268519.42283176,255541.890297621,1418,4877,1268519.42277,255541.89023,37368,13,232352,NW,NESBIT AVE N AND N 85TH ST,1, ,NONE,-122.343449152512,47.6905544317737
1278306.38194579,246020.948015869,1419,7357,1278306.38188,246020.94814,26065,13,15737,NE,NE BLAKELEY ST AND DEAD END,0, ,NONE,-122.302980077568,47.6649772258037
1271829.68427515,238197.987303868,1420,9364,1271829.68428,238197.98724,28296,13,30511,LKUN,FAIRVIEW AVE E AND E ROANOKE ST,0, ,NONE,-122.328642749572,47.6431926428021
1283498.2675831,257219.581179351,1421,4486,1283498.26771,257219.58112,37918,13,235719,NE,42ND AVE NE AND NE 92ND N ST,0, ,NONE,-122.282769439319,47.6959425041452
1274234.37400562,242080.98641184,1422,8530,1274234.37394,242080.98654,163771,13,23271,NE,EASTLAKE PL NE AND DEAD END 1,0, ,NONE,-122.319193782056,47.6539635184145
1276844.45669629,218570.441939771,1423,13094,1276844.45676,218570.44188,30825,13,45865,SE,I90 EB OFF RP AND RAINIER AVE S,1, ,STATE,-122.306779105864,47.5896591091185
1259465.82909448,195195.459451824,1424,18059,1259465.82916,195195.45945,34939,13,76706,DLRD,34TH AVE SW AND SW TRENTON ST,3, ,NONE,-122.375293012049,47.5246557349771
1281691.74623725,229599.405087054,1425,11292,1281691.74637,229599.40496,29478,13,38745,CNTRL,35TH AVE E AND E JOHN ST,0, ,NONE,-122.287984018865,47.6201422245686
1265740.95793292,246020.177071869,1426,7343,1265740.958,246020.17707,25662,13,13726,LKUN-NW,PHINNEY AVE N AND N 49TH ST,2, ,NONE,-122.353964506962,47.6643058890823
1267321.14507054,243198.469420984,1427,8210,1267321.14513,243198.46929,26979,13,22565,LKUN,AURORA AVE N AND N 41ST ST,1, ,NONE,-122.347327664948,47.6566571290249
1265144.39646031,236221.521445841,1428,9894,1265144.39633,236221.52157,28133,13,29735,MGNL-QA,1ST AVE N AND CROCKETT N ST,0, ,NONE,-122.355598493086,47.6374159249134
1286672.75725035,189206.335925698,1429,19189,1286672.75731,189206.33586,38310,13,306704,SE,55TH AVE S AND S RYAN ST,0, ,NONE,-122.264744131261,47.5096804915801
1282518.8951661,263725.084226012,1430,3344,1282518.89517,263725.08435,36815,13,228521,N,38TH AVE NE AND NE 117TH E ST,0, ,NONE,-122.28724475815,47.713723395512
1258678.56886968,253713.374903753,1431,5282,1258678.56874,253713.3749,23887,13,2128,BLRD,21ST AVE NW AND NW 77TH ST,0, ,NONE,-122.383248472942,47.6850062401725
1269191.90673645,243226.485101014,1432,8197,1269191.90686,243226.48517,26836,13,22151,LKUN,ASHWORTH AVE N AND N 41ST ST,0, ,NONE,-122.339740419998,47.656834557577
1280838.92543638,217778.766354963,1433,13242,1280838.92537,217778.76623,30834,13,46513,SE,33RD AVE S AND S MASSACHUSETTS ST,0, ,NONE,-122.2905339046,47.5876976316502
1273797.17970116,263817.394754097,1434,3335,1273797.1797,263817.39488,36466,13,226141,N-NW,6TH PL NE AND DEAD END,0, ,NONE,-122.322674066387,47.7135192107624
1272328.64357166,267365.191109732,1435,2886,1272328.64364,267365.19111,35969,13,220725,NW,1ST AVE NE AND NE 130TH ST,1, ,CITY,-122.328918349403,47.7231655160503
1252198.38006304,247551.728433445,1436,6941,1252198.38006,247551.72856,25067,13,10304,MGNL-QA,39TH AVE W AND W CRAMER ST,0, ,NONE,-122.409039575574,47.6677569204407
1266654.14935786,241778.676971525,1437,8626,1266654.14942,241778.67716,27016,13,22712,LKUN,FREMONT AVE N AND N 38TH ST,2, ,NONE,-122.349920058947,47.6527295397839
1260237.05687128,216152.268625289,1438,13567,1260237.05681,216152.26869,31201,13,49852,SW,FAUNTLEROY AVE SW AND DEAD END 2 ,0, ,NONE,-122.373870019599,47.5821394711987
1272879.92594023,221816.608983085,1439,12632,1272879.92607,221816.60892,269699,13,44547,DWNTN,CANTON AL S AND S KING ST,0, ,NONE,-122.323096774712,47.5983475593361
1283848.79609546,253165.194551185,1440,5404,1283848.79622,253165.19442,24918,13,7537,NE,44TH AVE NE AND NE 77TH ST,0, ,NONE,-122.281036591041,47.6848475316953
1270807.32638611,222780.497496083,1441,12474,1270807.32651,222780.49756,30491,13,44522,DWNTN,2ND AVE S AND S WASHINGTON ST,0, ,NONE,-122.331571731074,47.600879251312
1278887.61177038,233344.083938897,1442,10555,1278887.61171,233344.08387,29201,13,37116,E,E HIGHLAND DR AND DEAD END 3,0, ,NONE,-122.299641501933,47.6302604862801
1284975.46803261,244547.639342368,1443,7830,1284975.4681,244547.63947,27312,13,25111,NE,48TH AVE NE AND NE 45TH E ST,0, ,NONE,-122.275807516139,47.6612848017974
1262127.33789721,233983.100067556,1444,10424,1262127.33803,233983.10007,28687,13,34516,MGNL-QA,8TH AVE W AND W LEE ST,0, ,NONE,-122.367652737203,47.6311162809463
1288001.2828197,202575.266883388,1445,16598,1288001.28288,202575.26695,33742,13,67758,SE,HAMPTON RD S AND S VAN DYKE RD,0, ,NONE,-122.260372564364,47.546392622169
1277409.50117686,206248.977095157,1446,15791,1277409.50124,206248.97703,33334,13,65539,GRDWM,BEACON WR AVE S AND S DAWSON ST,2, ,NONE,-122.303535854515,47.5559157230346
1257831.80842082,196598.519357264,1447,17777,1257831.80829,196598.51942,34682,13,75125,SW,39TH AVE SW AND SW THISTLE ST,3, ,NONE,-122.382019463257,47.5284114893206
1280626.90194815,262474.112320721,1448,3510,1280626.90182,262474.11245,36661,13,227316,N,31ST AVE NE AND NE 113TH ST,0, ,NONE,-122.294832382354,47.7101962539732
1264517.56669967,252425.28331843,1449,5591,1264517.56676,252425.28325,24081,13,3311,NW,2ND AVE NW AND NW 73RD ST,0, ,NONE,-122.359443812712,47.6817955600673
1282948.78310254,243540.07639733,1450,8128,1282948.78317,243540.07621,27418,13,25529,NE,41ST AVE NE AND NE 41ST ST,3, ,NONE,-122.283953328658,47.6584186384712
1268999.07934426,225032.567770377,1451,12112,1268999.07922,225032.56771,29649,13,39472,DWNTN,POST AL AND DEAD END,0, ,NONE,-122.339078321636,47.6069553564251
1287930.11104363,186954.898547396,1452,19645,1287930.11104,186954.89855,38284,13,306455,SE,59TH AVE S AND DEAD END 2 ,0, ,NONE,-122.259488652551,47.5035732531404
1286233.6794259,199172.971519902,1453,17269,1286233.67943,199172.97139,34649,13,74714,SE,SEWARD PARK AVE S AND S OTHELLO ST,2, ,NONE,-122.267271809006,47.5369767976057
1256213.39267516,249033.286194965,1454,6508,1256213.39268,249033.28632,25209,13,11515,BLRD,28TH AVE NW AND NW BRYGGER PL,0, ,NONE,-122.39286971104,47.6720419467735
1277718.75320919,257260.916027382,1455,4479,1277718.75334,257260.9159,37745,13,234720,N,NE 92ND ST AND DEAD END 2,0, ,NONE,-122.306237419806,47.6957549834277
1267490.31895871,243931.112301737,1456,8010,1267490.31889,243931.11237,26959,13,22543,LKUN,WINSLOW PL N AND N MOTOR PL,0, ,NONE,-122.346699803974,47.6586743924166
1274269.19186164,212241.658957288,1457,14406,1274269.19199,212241.65902,32243,13,57115,GRDWM,HAHN PL S AND DEAD END,0, ,NONE,-122.316718950337,47.5721763860625
1277345.9878968,259077.41638124,1458,4095,1277345.9879,259077.41638,37727,13,234551,N,19TH AVE NE AND DEAD END,0, ,NONE,-122.307892164859,47.7007144030311
1256714.04125167,203947.062724799,1459,16313,1256714.04112,203947.06266,32825,13,61331,SW,CALIFORNIA AVE SW AND SW RAYMOND ST,2, ,NONE,-122.387143429816,47.548491602791
1260953.35005601,212113.677581161,1460,14501,1260953.35018,212113.67771,32124,13,55661,SW,SPOKANE TURN RD AND SW AVALON WAY,2, ,NONE,-122.370641414164,47.5711091893275
1281419.38783698,212207.529101253,1461,14427,1281419.38771,212207.5291,32642,13,59519,SE,36TH AVE S AND S HINDS ST,0, ,NONE,-122.287755473303,47.5724569691818
1262395.17853749,255696.303673789,1462,4843,1262395.17854,255696.30355,37272,13,231748,BLRD,9TH AVE NW AND NW 85TH ST,1, ,NONE,-122.368323054972,47.6906455192053
1258125.92426112,257352.106811479,1463,4462,1258125.92413,257352.10668,36950,13,230315,BLRD,NW 91ST ST AND DEAD END 1,0, ,NONE,-122.385789680108,47.694949196302
1260381.44765542,251682.413109675,1464,5779,1260381.44772,251682.41324,24175,13,3725,BLRD,MARY AVE NW AND NW 70TH W ST,0, ,NONE,-122.376171085921,47.6795333178944
1267478.48823869,242273.668140039,1465,8509,1267478.48811,242273.66827,27006,13,22702,LKUN,WINSLOW PL N AND N 39TH ST,0, ,NONE,-122.346615557092,47.6541307731677
1271007.75973031,245304.250671148,1466,7567,1271007.75967,245304.2508,25875,13,14731,LKUN,BAGLEY AVE N AND N 46TH ST,0, ,NONE,-122.332537903116,47.6626268427506
1259993.28963903,253038.030135065,1467,5437,1259993.28951,253038.03026,23896,13,2302,BLRD,16TH AVE NW AND NW 75TH ST,0, ,NONE,-122.37785691638,47.6832276276927
1259667.6210307,260206.604030401,1468,3868,1259667.6209,260206.60397,36890,13,230116,BLRD,BAYARD AVE NW AND RADFORD AVE NW,0, ,NONE,-122.379763550443,47.702858251657
1266073.31518126,231833.070881352,1469,10843,1266073.31512,231833.07101,28885,13,35578,MGNL-QA,3RD AVE N AND ROY ST,1, ,CITY,-122.351480250846,47.6254376895351
1273518.26885287,251915.247925907,1470,5719,1273518.26872,251915.2478,24456,13,5334,NW,5TH AVE NE AND NE 72ND ST,2, ,NONE,-122.322871080352,47.6808810107096
1285303.08646494,187486.910579935,1471,19529,1285303.0864,187486.91058,336131,13,306855,SE,51ST AVE S AND S HAZEL ST,2, ,NONE,-122.270155277799,47.5048975494777
1270939.71000224,247513.925041407,1472,6953,1270939.71,247513.92504,25499,13,13301,LKUN-NW,KEYSTONE PL N AND N 55TH ST,3, ,NONE,-122.33298873732,47.6686798476007
1276484.49355991,217367.671378538,1473,13330,1276484.49362,217367.67144,31537,13,52527,GRDWM,19TH AVE S AND S HOLGATE ST,0, ,NONE,-122.308144164632,47.5863434276542
1263615.31588274,255111.436729178,1474,4975,1263615.31601,255111.43673,24047,13,3105,NW,6TH AVE NW AND NW 83RD ST,0, ,NONE,-122.363322677158,47.6891090412801
1270922.95806623,203504.690884337,1475,16403,1270922.95813,203504.69082,33190,13,64734,GRDWM,4TH AVE S AND S FRONT ST,1, ,NONE,-122.329584140771,47.5480509659356
1279171.41273066,247105.469808981,1476,7078,1279171.41254,247105.46987,25937,13,15312,NE,26TH AVE NE AND NE 54TH ST,0, ,NONE,-122.299553999274,47.6679951177471
1271854.23870717,244004.049197808,1477,7997,1271854.23877,244004.04933,27204,13,23526,LKUN,EASTERN AVE N AND N 43RD ST,0, ,NONE,-122.329000888081,47.6591081859199
1264418.78372356,266232.655620575,1478,3002,1264418.78379,266232.65581,35645,13,218338,NW,3RD AVE NW AND NW 125TH ST,2, ,NONE,-122.360957356047,47.7196353839494
1270267.15652955,228983.091678426,1479,11420,1270267.15653,228983.09161,29524,13,39121,DWNTN,BOREN AVE AND FAIRVIEW AVE,1, ,CITY,-122.334251100229,47.6178515167465
1283135.18892673,212254.993613303,1480,14388,1283135.18905,212254.99355,32682,13,59660,SE,LAKE WASHINGTON BLVD S AND S HORTON ST,3, ,NONE,-122.280809429408,47.5726757513402
1268546.99396779,234278.189347848,1481,10352,1268546.99397,234278.18948,28751,13,35253,MGNL-QA,GALER ST AND DEAD END 6,0, ,NONE,-122.341645167444,47.6322729976018
1273453.34245281,218745.914963946,1482,13059,1273453.34252,218745.91503,491147,13,44460,GRDWM,I5 NB COLLECTOR AND I5 NB - I90 EB ON RP,5, ,NONE,-122.320532579095,47.5899612591899
1281400.94335695,196321.098620981,1483,17858,1281400.94342,196321.09862,334404,13,80518,GRDWM,36TH AVE S AND DEAD END 5,0, ,NONE,-122.286614896808,47.5289112686188
1273494.18654886,204991.548165858,1484,16093,1273494.18655,204991.54804,490923,13,64450,GRDWM,CORSON AV S OFF RP AND I5 CORSON AV S OFF RP,5, ,NONE,-122.319290889565,47.5522629800086
1267798.82551903,196312.580924973,1485,17861,1267798.82552,196312.58099,334466,13,77260,DLRD,5TH AVE SW AND DEAD END 1 ,0, ,NONE,-122.34166121774,47.528170427493
1271888.04177921,261934.029056177,1486,3579,1271888.04178,261934.02899,492930,13,226862,NW,I5 SB COLLECTOR AND I5 SB CORLISS AV OFF RP,5, ,NONE,-122.33027891736,47.7082554310468
1268276.80785552,257399.649019524,1487,4454,1268276.80773,257399.64896,37338,13,232322,NW,AURORA AVE N AND N 92ND ST,1, ,NONE,-122.3445821741,47.6956334066493
1276052.01016748,212890.36238195,1488,14224,1276052.0103,212890.36225,32517,13,58508,GRDWM,ALAMO PL S AND S HORTON ST,0, ,NONE,-122.309548341785,47.5740484496599
1256305.02243525,195758.779516414,1489,17959,1256305.0225,195758.77952,34791,13,75528,SW,TILLICUM RD SW AND SW DONOVAN ST,0, ,NONE,-122.388129478075,47.5260254239614
1265469.27242863,233423.763234973,1490,10526,1265469.27236,233423.76336,28847,13,35539,MGNL-QA,HIGHLAND DR AND WARREN AVE N,0, ,NONE,-122.354056766076,47.6297650108225
1287592.69869129,194567.453179181,1491,18175,1287592.69869,194567.45331,35437,13,81544,SE,ISLAND DR S AND DEAD END S,0, ,NONE,-122.26142500296,47.5244222661403
1285395.38809705,190895.041591421,1492,18885,1285395.38823,190895.04166,38294,13,306511,SE,51ST AVE S AND S BOND ST,2, ,NONE,-122.270039312505,47.5142440073333
1278094.46111357,216030.62548916,1493,13589,1278094.46099,216030.62543,31454,13,52166,SE,RAINIER AVE S AND S COLLEGE S ST,1, ,NONE,-122.301518107241,47.5827629885571
1267517.87825474,244921.937774748,1494,7696,1267517.87832,244921.93784,26921,13,22503,LKUN,GREEN LAKE WAY N AND N 45TH ST,1, ,NONE,-122.34666705378,47.6613916867114
1273253.07608461,193460.704442054,1495,18384,1273253.07602,193460.70438,35142,13,78451,GRDWM,S BARTON ST AND DEAD END 4 ,0, ,NONE,-122.319365477259,47.5206443969676
1258104.60906109,251060.187317044,1496,5960,1258104.60906,251060.18732,23934,13,2340,BLRD,23RD AVE NW AND NW 67TH ST,0, ,NONE,-122.385360983686,47.6777023378248
1270968.97342627,205455.060358331,1497,15980,1270968.97336,205455.06036,33170,13,64707,GRDWM,4TH AVE S AND S LUCILE ST,1, ,CITY,-122.329551385597,47.5533993297253
1267001.1364942,262191.935360432,1498,3543,1267001.13643,262191.93542,36402,13,225714,NW,FREMONT AVE N AND N 110TH ST,0, ,NONE,-122.350144830639,47.7087000252763
1282833.50547042,250540.403252497,1499,6077,1282833.50534,250540.40312,24966,13,7748,NE,40TH AVE NE AND NE 68TH ST,3, ,NONE,-122.284956805339,47.6776005577409
1280034.05202755,251526.665717512,1500,5840,1280034.0519,251526.66565,24673,13,6326,NE,29TH AVE NE AND NE 72ND ST,0, ,NONE,-122.296394682282,47.6801585676183
1272730.97778007,225998.593051374,1501,11947,1272730.97784,225998.59292,29921,13,40718,E,MADISON ST AND MINOR AVE,1, ,CITY,-122.324028678707,47.6098023705417
1272198.20024353,252801.796662822,1502,5491,1272198.20012,252801.79679,24568,13,5705,NW,1ST AVE NE AND WOODLAWN N AVE NE,3, ,NONE,-122.328298872169,47.6832408424079
1283066.06598265,233521.729635075,1503,10501,1283066.06598,233521.7297,29418,13,38521,E,39TH AVE E AND E LEE ST,0, ,NONE,-122.282711910865,47.630964403063
1259441.46167046,251696.948533684,1504,5775,1259441.46154,251696.94841,23925,13,2331,BLRD,18TH AVE NW AND NW 70TH ST,0, ,NONE,-122.379987328285,47.6795214348825
1266446.57591763,249758.489139706,1505,6306,1266446.57592,249758.48901,25590,13,13514,NW,EVANSTON AVE N AND N 63RD ST,0, ,NONE,-122.351400730206,47.6745906061176
1269575.38692884,247008.427376881,1506,7096,1269575.38693,247008.42744,25512,13,13314,LKUN-NW,WOODLAWN AVE N AND N 53RD ST,0, ,NONE,-122.338484800932,47.6672212818416
1266910.27057411,198367.914751083,1507,17447,1266910.27051,198367.91488,34156,13,70732,DLRD,SW HOLDEN ST AND DEAD END 1 ,0, ,NONE,-122.345420545883,47.53375622272
1265453.96804462,237835.554279491,1508,9470,1265453.96817,237835.55422,28077,13,29546,MGNL-QA,QUEEN ANNE DR AND WARREN AVE N,2, ,NONE,-122.354472461726,47.6418566912356
1279319.74706683,267145.10330151,1509,2908,1279319.74713,267145.1033,36058,13,221329,N,26TH AVE NE AND NE 130TH ST,0, ,NONE,-122.300502574727,47.7229311743579
1262779.24240988,207760.061640695,1510,15464,1262779.24228,207760.06158,32927,13,62106,DLRD,DELRIDGE WAY SW AND SW EDMUNDS ST,1, ,NONE,-122.362895671871,47.559275893725
1274398.32286978,235169.178404763,1511,10145,1274398.32274,235169.17853,28273,13,30354,E,11TH AVE E AND E BLAINE ST,0, ,NONE,-122.317987690172,47.6350270888004
1273348.80293271,211293.330188319,1512,14765,1273348.80287,211293.33006,491002,13,57264,GRDWM,I5 SB AND W SEATTLE BR - I5 SB RP,5, ,NONE,-122.320372596096,47.569528341268
1276979.10572043,202818.139779642,1513,16547,1276979.10585,202818.13978,33398,13,65763,GRDWM,22ND AVE S AND S GRAHAM ST,2, ,NONE,-122.30501286852,47.5464892773379
1272211.12677154,224979.812954336,1514,12119,1272211.12684,224979.81302,29943,13,40741,E,9TH AVE AND COLUMBIA ST,2, ,NONE,-122.326055657252,47.6069822966675
1269094.48696035,224557.035929903,1515,12185,1269094.48683,224557.03593,29618,13,39355,DWNTN,SENECA ST AND WESTERN AVE,2, ,NONE,-122.33865392843,47.6056570568136
1283162.09990275,259670.134653851,1516,3968,1283162.10003,259670.13472,37874,13,235516,N,41ST AVE NE AND 43RD PL NE,0, ,NONE,-122.284321896055,47.7026420912644
1277116.72850457,204261.882629111,1517,16260,1277116.72838,204261.8825,33407,13,65852,GRDWM,S MEAD ST AND DEAD END 2,0, ,NONE,-122.304567476102,47.5504537765884
1271970.18795529,263033.936641291,1518,3444,1271970.18808,263033.93658,36579,13,226712,NW,SUNNYSIDE AVE N AND DEAD END 3,0, ,NONE,-122.330032208631,47.7112746148996
1273891.14507726,227538.657244951,1519,11683,1273891.14501,227538.65718,29746,13,40121,E,10TH AVE AND E PIKE ST,2, ,NONE,-122.319446783594,47.6140851621168
1278827.69490632,259544.571581721,1520,4007,1278827.69491,259544.57158,37617,13,234110,N,FISCHER PL NE AND LAKE CITY WAY NE,1, ,NONE,-122.301912092703,47.7020725363146
1265438.64324461,243244.698669031,1521,8183,1265438.64324,243244.69854,26995,13,22582,LKUN,N 41ST ST AND DEAD END 1,0, ,NONE,-122.35496844252,47.6566820603866
1257402.82602037,191942.508984506,1522,18663,1257402.82602,191942.50892,37967,13,300108,SW,40TH AVE SW AND SW 98TH ST,0, ,NONE,-122.383375928115,47.5156259865229
1255753.5448667,196910.589885592,1523,17730,1255753.54474,196910.58982,34780,13,75517,SW,45TH AVE SW AND SW ROSE ST,0, ,NONE,-122.390455446768,47.529151891311
1262702.43613781,259656.643837839,1524,3971,1262702.43614,259656.64403,37209,13,231524,BLRD,DIBBLE AVE NW AND NW 100TH ST,3, ,NONE,-122.367396263215,47.7015173554128
1261519.7800086,249306.924403235,1525,6428,1261519.78014,249306.92447,25391,13,12514,BLRD,11TH AVE NW AND NW 61ST ST,0, ,NONE,-122.371358292226,47.6730847213103
1282115.43500568,195589.340924233,1526,17990,1282115.43507,195589.3408,35340,13,80526,GRDWM,39TH AVE S AND S SULLIVAN ST,0, ,NONE,-122.283667530153,47.5269424684759
1259349.81584637,257539.286203668,1527,4415,1259349.81585,257539.2862,36946,13,230311,BLRD,NW 92ND ST AND DEAD END 1,0, ,NONE,-122.38083616569,47.6955298149632
1262177.44240926,249824.631411776,1528,6286,1262177.44235,249824.63148,25378,13,12501,BLRD,9TH AVE NW AND NW 63RD ST,0, ,NONE,-122.368731328495,47.6745397242458
1266370.60791756,237119.932710767,1529,9663,1266370.60792,237119.93258,28103,13,29577,MGNL-QA,MCGRAW ST AND NOB HILL AVE N,0, ,NONE,-122.350697591655,47.6399448126922
1266662.74314986,240023.485289738,1530,8977,1266662.74309,240023.48535,27049,13,22745,LKUN,FREMONT AVE N AND FREMONT BR,1, ,NONE,-122.34974488044,47.647919103771
1272944.3788683,260054.605374247,1531,46337,1272944.37893,260054.6055,504366,13,233664,N,3RD AVE NE AND NE 103RD ST,2, ,CITY,-122.325841165519,47.7031602440339
1276619.15762405,219255.53768447,1532,47049,1276619.15756,219255.53781,519886,13,45877,CNTRL,MTS DEARBORN CONNCTR TRL AND MTS N RAINIER CONNCT TRL,0, ,NONE,-122.307745138092,47.5915251191839
1273727.21298109,247696.912561595,1533,6885,1273727.21311,247696.91256,491863,13,14262,NE,I5 NB AND NE 50TH ST ON RP,5, ,NONE,-122.321691846142,47.6693297581348
1273368.21925272,238716.072232395,1534,9230,1273368.21919,238716.0721,491740,13,30259,NE,I5 NB AND SR520 WB I5 NB RP,5, ,NONE,-122.322443339312,47.644694479571
1273687.97285305,246104.872111961,1535,7318,1273687.97292,246104.87211,491824,13,14412,NE,I5 NB AND NE 45TH ST ON RP,5, ,NONE,-122.321726115723,47.6649639390481
1261414.63453649,200665.235905439,1536,46346,1261414.63454,200665.2361,351090,13,69650,DLRD,27TH AVE SW AND SW SYLVAN HEIGHTS DR,0, ,NONE,-122.367848413656,47.5397548702217
1265852.91505302,212225.48250927,1537,46588,1265852.91499,212225.48238,493205,13,56667,GRDWM,SW SPOKANE NR ST AND SW SPOKANE SR ST,3, ,NONE,-122.350806065835,47.5716822164887
1281387.17497294,203926.544388771,1538,46564,1281387.17497,203926.54426,33626,13,66724,SE,M L KING JR ER WAY S AND S JUNEAU ST,1, ,NONE,-122.287252189328,47.5497571035904
1269962.46718524,209777.201290756,1539,15089,1269962.46712,209777.20129,32399,13,57863,GRDWM,1ST AVE S AND DEAD END,0, ,NONE,-122.333967864428,47.5651924732206
1266100.25054128,199019.388159752,1540,17307,1266100.25067,199019.38829,339834,13,70856,DLRD,SW WEBSTER ST AND DEAD END 1 ,0, ,NONE,-122.348750877869,47.5354982081581
1288808.92691654,187744.302132204,1541,19491,1288808.92704,187744.3022,38259,13,306340,SE,62ND AVE S AND DEAD END,0, ,NONE,-122.255992825348,47.505781616653
1264065.3441712,264251.578882545,1542,3277,1264065.34404,264251.57882,36227,13,224120,NW,4TH AVE NW AND NW 117TH ST,0, ,NONE,-122.362233066047,47.7141861345285
1271047.19569835,253502.64632754,1543,5331,1271047.1957,253502.64646,24246,13,4134,NW,MERIDIAN AVE N AND N 77TH ST,0, ,NONE,-122.333026208646,47.6851004549384
1267645.02238287,227886.307485312,1544,11629,1267645.02225,227886.30749,29689,13,39544,DWNTN,3RD AVE AND BELL ST,2, ,CITY,-122.344793520367,47.6147045857221
1264403.56657155,264906.236419216,1545,3187,1264403.56664,264906.23636,36220,13,224113,NW,3RD AVE NW AND NW 120TH ST,2, ,NONE,-122.360912207069,47.7159989225981
1260303.92547935,239001.427624688,1546,9189,1260303.92554,239001.42762,27918,13,28574,MGNL-QA,W ARMOUR ST AND DEAD END 1,0, ,NONE,-122.375454233584,47.6447713046585
1285447.03206509,257042.471611157,1547,4530,1285447.03213,257042.47161,37852,13,235362,NE,49TH AVE NE AND DEAD END 5,0, ,NONE,-122.274843944029,47.6955573892731
1264877.89406003,252419.479862422,1548,5593,1264877.89393,252419.47999,24079,13,3309,NW,1ST AVE NW AND NW 73RD ST,0, ,NONE,-122.357980838062,47.6817992319159
1254272.63574517,209951.118602946,1549,15043,1254272.63568,209951.11848,31982,13,54715,SW,51ST AVE SW AND SW GENESEE ST,3, ,NONE,-122.397521346687,47.564812714136
1265211.48887637,238872.848168552,1550,9207,1265211.48881,238872.84804,28065,13,29523,MGNL-QA,1ST AVE N AND NEWELL N ST,0, ,NONE,-122.355539113493,47.6446867199089
1253809.3184327,214623.596495718,1551,13834,1253809.31843,214623.59643,30962,13,47372,SW,SW STEVENS ST AND DEAD END 2 ,0, ,NONE,-122.399782839187,47.577593788118
1255627.74851456,236669.344038293,1552,9793,1255627.74839,236669.34417,27693,13,27716,MGNL-QA,29TH AVE W AND W BOSTON ST,0, ,NONE,-122.394228480075,47.63812078851
1282997.92377459,198589.423487306,1553,17383,1282997.92365,198589.42349,34487,13,73342,SE,RENTON AVE S AND S WEBSTER W ST,2, ,NONE,-122.280324537077,47.535211252881
1274213.23230959,227535.82159695,1554,11684,1274213.23244,227535.82147,29747,13,40122,E,11TH AVE AND E PIKE ST,2, ,NONE,-122.318140951933,47.614094432749
1264719.46391587,250306.113332257,1555,6147,1264719.46398,250306.11346,25241,13,12103,NW,SYCAMORE AVE NW AND NW 65TH ST,3, ,NONE,-122.358453862863,47.6759980038481
1281854.64914942,194014.73381862,1556,18280,1281854.64915,194014.73369,269428,13,80857,GRDWM,38TH AVE S AND BEACON ER S AVE S,3, ,NONE,-122.284602707913,47.5226129857296
1285654.98272131,202834.230275646,1557,16544,1285654.98272,202834.23015,33537,13,66351,SE,51ST AVE S AND S BATEMAN ST,0, ,NONE,-122.269890834261,47.5469827764267
1283885.21299149,233058.808610603,1558,10607,1283885.21299,233058.80848,29403,13,38110,E,42ND AVE E AND E HIGHLAND DR,0, ,NONE,-122.279355039367,47.6297377780852
1283870.65331148,192677.093753248,1559,18504,1283870.65325,192677.09375,35315,13,80455,SE,45TH AVE S AND S FLETCHER ST,0, ,NONE,-122.276343400671,47.51905042925
1280301.17125982,201086.227201864,1560,16917,1280301.17126,201086.22733,34543,13,73652,GRDWM,32ND AVE S AND S HOLLY PL,0, ,NONE,-122.291431093711,47.5419154648036
1274275.59275766,260677.420350879,1561,3770,1274275.59276,260677.42048,36525,13,226361,N,8TH AVE NE AND NE 105TH ST,0, ,NONE,-122.320484596535,47.7049380065948
1269369.78763263,239738.56496945,1562,9021,1269369.7877,239738.56503,26913,13,22360,LKUN,WOODLAWN AVE N AND N NORTHLAKE PL,0, ,NONE,-122.338741937084,47.6472838445172
1254902.21680182,251308.350517288,1563,5879,1254902.21674,251308.35065,24020,13,2728,BLRD,32ND AVE NW AND NW 68TH N ST,3, ,NONE,-122.398378277779,47.6782047461327
1255649.74486658,258188.356476337,1564,4290,1255649.74493,258188.35654,37022,13,230706,BLRD,NW 94TH ST AND DEAD END 3,0, ,NONE,-122.395911463496,47.6971039094556
1287170.73395486,202467.596803278,1565,16633,1287170.73389,202467.59668,33740,13,67756,SE,WILSON AVE S AND S GRAHAM ST,2, ,NONE,-122.263726837962,47.5460552268929
1270912.49809821,225277.856026635,1566,12064,1270912.49797,225277.85615,29934,13,40731,DWNTN,6TH AVE AND SPRING ST,1, ,STATE,-122.331342547599,47.6077300500282
1265655.26026882,229261.345054716,1567,11345,1265655.2602,229261.34518,29719,13,39657,DWNTN,2ND WR AVE AND EAGLE ST,0, ,NONE,-122.352969305943,47.6183660859504
